956214141,"",0,1,0,0,0,0,0,0,0,,,,
-1450710023,3D,0,0,0,0,0,1,0,0,0,,,,
-168221228,3D Printing,0,0,0,0,0,1,0,0,0,,,,
-1308310924,3D Technology,0,0,0,0,0,1,0,0,0,,,,
-1141251843,Accounting,0,0,0,0,0,0,0,0,1,,,,
-126402189,Active Lifestyle,0,0,0,0,1,0,0,0,0,,,,
1664680559,Ad Targeting,0,0,0,0,0,0,0,0,1,,,,
1139976507,Advanced Materials,0,0,0,0,0,1,0,0,0,,,,
-458606958,Adventure Travel,1,0,0,0,0,0,0,0,0,,,,
1948080905,Advertising,0,0,0,0,0,0,0,0,1,,,,
-1425234032,Advertising Exchanges,0,0,0,0,0,0,0,0,1,,,,
1892343467,Advertising Networks,0,0,0,0,0,0,0,0,1,,,,
-1549083489,Advertising Platforms,0,0,0,0,0,0,0,0,1,,,,
184978096,Advice,0,0,0,0,0,0,0,1,0,,,,
1304860655,Aerospace,1,0,0,0,0,0,0,0,0,,,,
-1186880397,Agriculture,0,0,0,0,0,1,0,0,0,,,,
2076751987,Air Pollution Control,0,0,1,0,0,0,0,0,0,,,,
572937900,Algorithms,0,0,0,0,0,0,0,1,0,,,,
1500130750,All Markets,0,0,0,0,0,0,0,1,0,,,,
896841676,All Students,0,0,0,0,0,0,0,1,0,,,,
-2065490036,Alter0tive Medicine,0,0,0,0,1,0,0,0,0,,,,
-1918058058,Alumni,0,0,0,0,0,0,0,1,0,,,,
-179635176,A0lytics,0,0,0,0,0,0,0,0,1,,,,
-1062224439,Android,0,0,0,0,0,0,0,0,1,,,,
-156672101,Angels,0,0,0,0,0,0,0,1,0,,,,
-2080852969,Animal Feed,0,0,0,0,1,0,0,0,0,,,,
1970554328,Anything Capital Intensive,0,0,0,0,0,0,0,0,1,,,,
-1952381912,App Discovery,0,0,0,0,0,0,1,0,0,,,,
1283240847,App Marketing,0,0,0,0,0,0,1,0,0,,,,
-147321496,App Stores,0,0,0,0,0,0,1,0,0,,,,
1435546757,Application Performance Monitoring,0,0,0,0,0,0,1,0,0,,,,
-1145992132,Application Platforms,0,0,0,0,0,0,1,0,0,,,,
1113559565,Apps,0,0,0,0,0,0,1,0,0,,,,
-641439806,Aquaculture,0,0,1,0,0,0,0,0,0,,,,
-1087175243,Architecture,0,0,0,0,0,1,0,0,0,,,,
846761639,Archiving,0,0,0,0,0,0,1,0,0,,,,
956169993,Art,0,0,0,1,0,0,0,0,0,,,,
121466662,Artificial Intelligence,0,0,0,0,0,0,0,0,1,,,,
2037515861,Artists Globally,0,0,0,1,0,0,0,0,0,,,,
-1338605216,Assisitive Technology,0,0,0,0,1,0,0,0,0,,,,
-1081724365,Assisted Living,0,0,0,0,1,0,0,0,0,,,,
780455541,Auctions,0,0,0,0,0,0,0,0,1,,,,
-1929085737,Audio,0,0,0,1,0,0,0,0,0,,,,
947783030,Audiobooks,0,0,0,1,0,0,0,0,0,,,,
-1341536055,Augmented Reality,0,0,0,0,0,0,0,0,1,,,,
-398278758,Auto,1,0,0,0,0,0,0,0,0,,,,
-506614004,Automated Kiosk,1,0,0,0,0,0,0,0,0,,,,
461745890,Automotive,1,0,0,0,0,0,0,0,0,,,,
-1852124499,B2B,0,0,0,0,0,0,0,0,1,,,,
-1655108438,B2B Express Delivery,0,0,0,0,0,0,0,0,1,,,,
-1752568000,Babies,0,0,0,0,1,0,0,0,0,,,,
-1458584120,Baby Accessories,0,0,0,0,1,0,0,0,0,,,,
-603885682,Baby Boomers,0,0,0,0,1,0,0,0,0,,,,
743287442,Baby Safety,0,0,0,0,1,0,0,0,0,,,,
410130082,Banking,0,0,0,0,0,0,0,0,1,,,,
163379516,Batteries,0,0,0,0,0,1,0,0,0,,,,
1271819502,Beauty,0,0,0,0,1,0,0,0,0,,,,
-675188271,Bicycles,1,0,0,0,0,0,0,0,0,,,,
1423187912,Big Data,0,0,0,0,0,0,0,0,1,,,,
2005523421,Big Data A0lytics,0,0,0,0,0,0,0,0,1,,,,
1300974830,Billing,0,0,0,0,0,0,0,0,1,,,,
-1479551625,Bio-Pharm,0,0,1,0,0,0,0,0,0,,,,
-52490352,Biofuels,0,0,1,0,0,0,0,0,0,,,,
83446,Bioinformatics,0,0,1,0,0,0,0,0,0,,,,
-517931013,Biomass Power Generation,0,0,1,0,0,0,0,0,0,,,,
-1166231976,Biometrics,0,0,1,0,0,0,0,0,0,,,,
456554624,Biotechnology,0,0,1,0,0,0,0,0,0,,,,
2024767302,Bitcoin,0,0,1,0,0,0,0,0,0,,,,
-214256234,Blogging Platforms,0,0,0,0,0,0,1,0,0,,,,
1366516520,Boating Industry,1,0,0,0,0,0,0,0,0,,,,
1355288612,BPO Services,0,0,0,0,0,0,0,0,1,,,,
-2124031512,Brand Marketing,0,0,0,0,0,0,0,0,1,,,,
847103311,Brewing,0,0,0,1,0,0,0,0,0,,,,
2076289034,Bridging Online and Offline,0,0,0,0,0,0,0,0,1,,,,
-2116523614,Broadcasting,0,0,0,0,0,0,1,0,0,,,,
-1299170114,Brokers,0,0,0,0,0,0,1,0,0,,,,
664274459,Browser Extensions,0,0,0,0,0,0,1,0,0,,,,
-1181032459,Building Owners,0,0,0,0,0,0,1,0,0,,,,
-950743422,Building Products,0,0,0,0,0,1,0,0,0,,,,
1822402695,Business A0lytics,0,0,0,0,0,0,0,0,1,,,,
1010251895,Business Development,0,0,0,0,0,0,0,0,1,,,,
181661405,Business Information Systems,0,0,0,0,0,0,0,0,1,,,,
-591295661,Business Intelligence,0,0,0,0,0,0,0,0,1,,,,
-1959798590,Business Productivity,0,0,0,0,0,0,0,0,1,,,,
1813800971,Business Services,0,0,0,0,0,0,0,0,1,,,,
2089540124,Business Travelers,0,0,0,1,0,0,0,0,0,,,,
-596959151,Cable,0,0,0,0,0,0,1,0,0,,,,
